Player,Year,Date,Home.Away,Opp,Opp Division,Rslt,Days.Rested,IP,ER,SO,BF,Pit,Str,aLI,RE24,Team.W.L,Num.W.L
Zach Plesac,2021,May 2,Away,CHW,AL Central,W5-0,5,5.2,0,6,25,110,68,1.23,2.92,W,1
Zach Plesac,2021,May 7,Home,CIN,NL Central,L0-3,4,8,0,7,27,112,80,1.13,4.22,L,0
Zach Plesac,2021,May 13,Away,SEA,AL West,W4-2,5,8,2,2,28,96,66,0.66,1.96,W,1
Zach Plesac,2021,May 18,Away,LAA,AL West,W6-5,4,7,5,4,28,98,71,1.15,-1.28,W,1
Zach Plesac,2021,May 23,Home,MIN,AL Central,L5-8,4,3.2,3,1,18,63,40,1.18,-3.51,L,0
Zach Plesac,2021,Jul 8,Home,KCR,AL Central,W7-4,45,4,3,4,17,55,38,0.74,-0.89,W,1
Zach Plesac,2021,Jul 18,Away,OAK,AL West,W4-2,9,6,2,3,23,87,56,0.99,0.97,W,1
Zach Plesac,2021,Jul 23,Home,TBR,AL East,L5-10,4,6.2,4,3,29,99,64,0.79,-0.65,L,0
Zach Plesac,2021,Jul 28,Home,STL,NL Central,W7-2,4,5,2,4,24,89,57,1.05,0.64,W,1
Zach Plesac,2021,Aug 3,Away,TOR,AL East,L2-7,5,5,6,0,24,82,55,0.61,-3.34,L,0
Zach Plesac,2021,Aug 8,Home,DET,AL Central,W7-5,4,4,4,6,19,84,48,1.02,-2.89,W,1
Zach Plesac,2021,Aug 13,Away,DET,AL Central,W7-4,4,7.2,2,9,28,101,74,0.7,1.9,W,1
Zach Plesac,2021,Aug 18,Away,MIN,AL Central,L7-8,4,4.2,5,2,24,73,44,1.15,-2.77,L,0
Zach Plesac,2021,Aug 25,Home,TEX,AL West,W7-2,6,5.2,2,4,27,97,57,1.31,0.83,W,1
Zach Plesac,2021,Aug 31,Away,KCR,AL Central,W7-2,5,7,0,7,22,96,59,0.84,3.83,W,1
Zach Plesac,2021,Sep 5,Away,BOS,AL East,W11-5,4,5,3,5,27,101,68,1.17,-0.16,W,1
Zach Plesac,2021,Sep 11,Home,MIL,NL Central,L0-3,5,6,2,3,24,84,52,0.63,0.16,L,0
Zach Plesac,2021,Sep 17,Away,NYY,AL East,L0-8,5,6,5,6,25,93,68,0.71,-0.88,L,0
Zach Plesac,2021,Sep 23(2),Home,CHW,AL Central,W5-3,5,5.1,2,4,22,86,59,1.34,1.56,W,1
Zach Plesac,2021,Sep 29,Away,KCR,AL Central,L5-10,5,6,5,2,28,97,61,1,-1.72,L,0
Aaron Civale,2021,Apr 4,Away,DET,AL Central,W9-3,99,7,3,6,24,91,57,0.62,0.5,W,1
Aaron Civale,2021,Apr 10,Home,DET,AL Central,W11-3,5,7.2,1,6,24,90,56,0.43,3.11,W,1
Aaron Civale,2021,Apr 15,Away,CHW,AL Central,W4-2,4,6,1,4,25,99,59,0.96,2.16,W,1
Aaron Civale,2021,Apr 22,Home,NYY,AL East,L3-6,6,5.1,2,6,24,93,53,1.12,-0.39,L,0
Aaron Civale,2021,Apr 27,Home,MIN,AL Central,W7-4,4,7.2,4,4,30,99,68,1.01,0.11,W,1
Aaron Civale,2021,May 3,Away,KCR,AL Central,W8-6,5,5.2,3,2,27,100,61,1.25,-0.18,W,1
Aaron Civale,2021,May 8,Home,CIN,NL Central,W9-2,4,7,1,5,28,107,67,0.78,2.69,W,1
Aaron Civale,2021,May 14,Away,SEA,AL West,L3-7,5,6.2,5,6,27,107,69,0.53,-0.85,L,0
Aaron Civale,2021,May 19,Away,LAA,AL West,W3-2,4,7,2,8,25,114,71,1.04,1.72,W,1
Aaron Civale,2021,May 25,Away,DET,AL Central,W4-1,5,8,1,6,31,104,66,0.99,3.01,W,1
Aaron Civale,2021,May 30(1),Home,TOR,AL East,L1-4,4,6,4,1,27,87,61,0.94,-1.33,L,0
Aaron Civale,2021,Jun 5,Away,BAL,AL East,W10-4,5,6,4,4,25,100,69,0.77,-0.78,W,1
Aaron Civale,2021,Jun 11,Home,SEA,AL West,W7-0,5,8,0,11,27,101,71,0.55,4.22,W,1
Aaron Civale,2021,Jun 16,Home,BAL,AL East,W8-7,4,5,5,2,24,96,60,0.97,-2.37,W,1
Aaron Civale,2021,Jun 21,Away,CHC,NL Central,W4-0,4,4.2,0,5,16,64,41,1.25,2.19,W,1
Aaron Civale,2021,Sep 7,Home,MIN,AL Central,L0-3,77,4.2,1,6,18,78,52,1.03,1.3,L,0
Aaron Civale,2021,Sep 12,Home,MIL,NL Central,L1-11,4,3,5,3,18,64,40,0.67,-5.42,L,0
Aaron Civale,2021,Sep 18,Away,NYY,AL East,W11-3,5,6,0,4,21,91,53,0.67,3.13,W,1
Aaron Civale,2021,Sep 23(1),Home,CHW,AL Central,L2-7,4,1.2,7,3,14,45,30,0.62,-6.46,L,0
Aaron Civale,2021,Sep 28,Away,KCR,AL Central,L4-6,4,5.1,4,3,21,90,56,1.04,-1.01,L,0
Aaron Civale,2021,Oct 3,Away,TEX,AL West,W6-0,4,6,0,4,22,82,54,0.72,3.09,W,1
Zach Plesac,2019,May 28,Away,BOS,AL East,W7-5,99,5.1,1,2,20,86,57,1.03,2.51,W,1
Zach Plesac,2019,Jun 2,Away,CHW,AL Central,L0-2,4,7,1,7,24,96,65,0.82,2.79,L,0
Zach Plesac,2019,Jun 7,Home,NYY,AL East,W5-2,4,7,2,5,26,111,70,0.94,2.02,W,1
Zach Plesac,2019,Jun 12,Home,CIN,NL Central,L2-7,4,5.1,4,6,23,87,59,0.76,-1.55,L,0
Zach Plesac,2019,Jun 18,Away,TEX,AL West,W10-3,5,7,1,6,27,102,60,0.44,2.26,W,1
Zach Plesac,2019,Jun 23,Home,DET,AL Central,W8-3,4,7,1,2,25,97,69,0.69,3.02,W,1
Zach Plesac,2019,Jun 29,Away,BAL,AL East,L0-13,5,3.2,7,4,22,90,55,0.99,-4.91,L,0
Zach Plesac,2019,Jul 4,Away,KCR,AL Central,W8-4,4,2.2,2,1,14,58,32,1.36,-2.13,W,1
Zach Plesac,2019,Jul 16,Home,DET,AL Central,W8-0,11,3,0,1,9,39,23,0.65,1.72,W,1
Zach Plesac,2019,Jul 21,Home,KCR,AL Central,W5-4,4,6,2,6,24,106,67,0.93,1.45,W,1
Zach Plesac,2019,Jul 26,Away,KCR,AL Central,W8-3,4,7,0,4,29,104,72,1.2,2.95,W,1
Zach Plesac,2019,Jul 31,Home,HOU,AL West,W10-4,4,5,4,3,24,93,60,1.16,-1.76,W,1
Zach Plesac,2019,Aug 7(1),Home,TEX,AL West,W2-0,6,6,0,7,25,106,75,1.03,3.45,W,1
Zach Plesac,2019,Aug 12,Home,BOS,AL East,W6-5,4,5,3,2,22,78,46,0.99,-0.13,W,1
Zach Plesac,2019,Aug 17,Away,NYY,AL East,L5-6,4,4.2,4,5,20,96,63,0.89,-2.41,L,0
Zach Plesac,2019,Aug 23,Home,KCR,AL Central,W4-1,5,5.2,1,5,21,91,58,0.89,2.05,W,1
Zach Plesac,2019,Aug 31,Away,TBR,AL East,L6-9,7,5,4,4,22,84,51,0.94,-0.74,L,0
Zach Plesac,2019,Sep 5,Home,CHW,AL Central,L1-7,4,5,6,4,25,90,59,0.91,-1.98,L,0
Zach Plesac,2019,Sep 10,Away,LAA,AL West,W8-0,4,9,0,5,32,114,78,0.36,4.97,W,1
Zach Plesac,2019,Sep 21,Home,PHI,NL East,L4-9,10,4.1,4,3,20,90,56,1.03,-0.38,L,0
Zach Plesac,2019,Sep 27,Away,WSN,NL East,L2-8,5,5,2,6,21,74,49,1.15,0.7,L,0
Adam Plutko,2019,May 18,Home,BAL,AL East,W4-1,99,6,1,4,20,83,54,0.87,2.45,W,1
Adam Plutko,2019,May 23,Home,TBR,AL East,L2-7,4,5.1,7,3,27,87,64,0.64,-3.29,L,0
Adam Plutko,2019,Jun 8,Home,NYY,AL East,W8-4,15,6,2,4,21,85,61,0.7,1.45,W,1
Adam Plutko,2019,Jun 14,Away,DET,AL Central,W13-4,5,6,2,6,24,107,71,0.54,0.35,W,1
Adam Plutko,2019,Jun 19,Away,TEX,AL West,W10-4,4,4.1,2,5,21,89,60,0.72,-0.7,W,1
Adam Plutko,2019,Jun 24,Home,KCR,AL Central,W3-2,4,4,1,3,13,34,24,0.78,1.3,W,1
Adam Plutko,2019,Jul 15,Home,DET,AL Central,W8-6,16,5.1,5,1,23,77,51,0.97,-1.86,W,1
Adam Plutko,2019,Jul 20,Home,KCR,AL Central,L0-1,4,7,1,4,25,103,68,0.8,3.02,L,0
Adam Plutko,2019,Jul 25,Away,KCR,AL Central,W5-4,4,5.1,3,1,24,102,65,0.96,0.8,W,1
Adam Plutko,2019,Aug 3,Home,LAA,AL West,W7-2,8,5.1,1,4,21,87,57,1,1.96,W,1
Adam Plutko,2019,Aug 10,Away,MIN,AL Central,L1-4,6,6,4,3,27,92,58,0.71,-1.11,L,0
Adam Plutko,2019,Aug 15,Away,NYY,AL East,W19-5,4,6,3,3,26,103,65,0.32,0.25,W,1
Adam Plutko,2019,Aug 21,Away,NYM,NL East,L3-4,5,6,2,5,23,85,57,1.06,0.95,L,0
Adam Plutko,2019,Aug 27,Away,DET,AL Central,W10-1,5,5.2,1,9,22,107,70,0.91,2.1,W,1
Adam Plutko,2019,Sep 1,Away,TBR,AL East,L2-8,4,4.1,4,2,21,81,47,1.04,-1.29,L,0
Adam Plutko,2019,Sep 6,Away,MIN,AL Central,W6-2,4,6,2,5,25,90,63,1.18,1.28,W,1
Adam Plutko,2019,Sep 11,Away,LAA,AL West,W4-3,4,4.1,2,3,21,76,49,1.05,0.47,W,1
Adam Plutko,2019,Sep 17,Home,DET,AL Central,W7-2,5,6,2,6,22,87,62,0.78,1.45,W,1
Adam Plutko,2019,Sep 22,Home,PHI,NL East,W10-1,4,4.1,1,3,19,78,43,1.04,0.62,W,1
Adam Plutko,2019,Sep 28,Away,WSN,NL East,L7-10,5,1.1,8,3,14,48,29,1.45,-5.54,L,0
Mike Clevinger,2019,Apr 1,Home,CHW,AL Central,W5-3,99,7,0,12,25,106,62,1.12,4.02,W,1
Mike Clevinger,2019,Apr 7,Home,TOR,AL East,W3-1,5,5,0,10,17,75,52,1.01,2.87,W,1
Mike Clevinger,2019,Jun 17,Away,TEX,AL West,L2-7,70,4.2,5,7,20,91,57,0.74,-0.43,L,0
Mike Clevinger,2019,Jun 28,Away,BAL,AL East,L0-13,10,1.2,7,2,13,52,29,0.66,-5.15,L,0
Mike Clevinger,2019,Jul 3,Away,KCR,AL Central,W4-0,4,6,0,9,21,79,53,1.08,3.38,W,1
Mike Clevinger,2019,Jul 12,Home,MIN,AL Central,L3-5,8,5,1,6,20,92,56,1.05,1.47,L,0
Mike Clevinger,2019,Jul 17,Home,DET,AL Central,W7-2,4,6,1,12,24,100,68,1.05,2.45,W,1
Mike Clevinger,2019,Jul 22,Away,TOR,AL East,W7-3,4,7,3,7,25,104,63,0.97,0.75,W,1
Mike Clevinger,2019,Jul 27,Away,KCR,AL Central,W9-1,4,7,1,7,27,111,73,0.41,2.95,W,1
Mike Clevinger,2019,Aug 2,Home,LAA,AL West,W7-3,5,6.1,1,8,25,107,65,0.54,1.77,W,1
Mike Clevinger,2019,Aug 8,Away,MIN,AL Central,W7-5,5,7,2,9,26,117,70,0.84,1.83,W,1
Mike Clevinger,2019,Aug 13,Home,BOS,AL East,L6-7,4,4.2,4,6,25,103,68,1.05,-1.6,L,0
Mike Clevinger,2019,Aug 18,Away,NYY,AL East,W8-4,4,5,0,10,20,104,63,0.69,2.71,W,1
Mike Clevinger,2019,Aug 24,Home,KCR,AL Central,W4-2,5,5.2,1,8,24,106,66,0.86,2.05,W,1
Mike Clevinger,2019,Aug 29,Away,DET,AL Central,W2-0,4,8,0,10,27,115,82,1.08,4.47,W,1
Mike Clevinger,2019,Sep 3,Home,CHW,AL Central,L5-6,4,7,2,9,27,109,71,1.15,2.02,L,0
Mike Clevinger,2019,Sep 8,Away,MIN,AL Central,W5-2,4,6.1,2,7,25,113,70,0.84,1.37,W,1
Mike Clevinger,2019,Sep 14(1),Home,MIN,AL Central,L0-2,5,8,2,10,31,112,69,0.74,2.6,L,0
Mike Clevinger,2019,Sep 19,Home,DET,AL Central,W7-0,4,6,0,6,25,103,69,0.89,3.45,W,1
Mike Clevinger,2019,Sep 24,Away,CHW,AL Central,W11-0,4,7,0,10,27,92,59,0.18,3.79,W,1
Mike Clevinger,2019,Sep 29,Away,WSN,NL East,L2-8,4,5.2,6,4,25,99,61,0.78,-2,L,0
Shane Bieber,2019,Apr 5,Home,TOR,AL East,W3-2,4,6,2,9,22,91,58,0.9,1.45,W,1
Shane Bieber,2019,Apr 11,Away,DET,AL Central,W4-0,5,7,0,6,26,105,68,0.98,3.91,W,1
Shane Bieber,2019,Apr 16,Away,SEA,AL West,W4-2,4,6,1,5,26,106,64,1.23,1.49,W,1
Shane Bieber,2019,Apr 21,Home,ATL,NL East,L5-11,4,2.1,5,3,16,65,41,0.72,-4.26,L,0
Shane Bieber,2019,Apr 27,Away,HOU,AL West,L3-4,5,6,3,9,25,106,63,1.07,0.42,L,0
Shane Bieber,2019,May 3,Home,SEA,AL West,W2-1,5,7.2,1,8,29,114,71,1.09,3.48,W,1
Shane Bieber,2019,May 8,Home,CHW,AL Central,W5-3,4,6.1,3,6,27,87,60,1.17,0.28,W,1
Shane Bieber,2019,May 13,Away,CHW,AL Central,L2-5,4,6.1,5,6,25,101,64,0.6,-0.92,L,0
Shane Bieber,2019,May 19,Home,BAL,AL East,W10-0,5,9,0,15,31,107,75,0.41,5.17,W,1
Shane Bieber,2019,May 24,Home,TBR,AL East,W3-1,4,5,1,10,23,111,67,1.19,1.87,W,1
Shane Bieber,2019,May 29,Away,BOS,AL East,W14-9,4,5,6,6,23,77,57,0.92,-3.07,W,1
Shane Bieber,2019,Jun 4,Home,MIN,AL Central,W5-2,5,7,2,7,27,104,63,0.89,1.62,W,1
Shane Bieber,2019,Jun 9,Home,NYY,AL East,L6-7,4,1.2,5,4,12,48,26,0.86,-4.5,L,0
Shane Bieber,2019,Jun 15,Away,DET,AL Central,W4-2,5,7.2,2,12,27,105,76,1.35,2.35,W,1
Shane Bieber,2019,Jun 20,Away,TEX,AL West,L2-4,4,6,2,8,23,102,71,0.68,1.68,L,0
Shane Bieber,2019,Jun 25,Home,KCR,AL Central,L6-8,4,5.1,2,6,24,100,63,1.31,0.86,L,0
Shane Bieber,2019,Jun 30,Away,BAL,AL East,W2-0,4,8,0,11,26,112,72,1.04,4.42,W,1
Shane Bieber,2019,Jul 6,Away,CIN,NL Central,W7-2,5,8,2,8,28,103,75,0.96,2.49,W,1
Shane Bieber,2019,Jul 14,Home,MIN,AL Central,W4-3,7,6.1,3,9,27,109,73,1.28,0.37,W,1
Shane Bieber,2019,Jul 19,Home,KCR,AL Central,W10-5,4,5.2,5,6,27,103,67,1,0.62,W,1
Shane Bieber,2019,Jul 24,Away,TOR,AL East,W4-0,4,9,0,10,29,102,68,1.21,4.82,W,1
Shane Bieber,2019,Jul 30,Home,HOU,AL West,L0-2,5,7,2,8,29,108,75,0.94,2.02,L,0
Shane Bieber,2019,Aug 4,Home,LAA,AL West,W6-2,4,9,2,8,31,107,76,0.73,3.17,W,1
Shane Bieber,2019,Aug 9,Away,MIN,AL Central,W6-2,4,7,2,11,30,108,74,0.75,1.43,W,1
Shane Bieber,2019,Aug 14,Home,BOS,AL East,L1-5,4,6,2,7,26,107,77,1.03,1.45,L,0
Shane Bieber,2019,Aug 20,Away,NYM,NL East,L2-9,5,6,2,7,24,83,58,0.87,-1.05,L,0
Shane Bieber,2019,Aug 25,Home,KCR,AL Central,L8-9,4,7,2,8,27,111,75,0.96,1.02,L,0
Shane Bieber,2019,Aug 30,Away,TBR,AL East,L0-4,4,6.1,3,9,24,109,75,1.19,1.77,L,0
Shane Bieber,2019,Sep 4,Home,CHW,AL Central,W8-6,4,7,2,9,28,114,74,1.05,2.02,W,1
Shane Bieber,2019,Sep 9,Away,LAA,AL West,W6-2,4,7,1,8,26,111,77,0.88,2.87,W,1
Shane Bieber,2019,Sep 15,Home,MIN,AL Central,W7-5,5,5.2,4,4,27,100,64,1.04,-1.03,W,1
Shane Bieber,2019,Sep 20,Home,PHI,NL East,W5-2,4,7.1,2,7,28,101,67,0.99,1.86,W,1
Shane Bieber,2019,Sep 25,Away,CHW,AL Central,L3-8,4,5.2,3,7,28,98,61,0.73,-2,L,0
Trevor Bauer,2019,Mar 30,Away,MIN,AL Central,W2-1,99,7,1,9,23,108,67,1.14,2.83,W,1
Trevor Bauer,2019,Apr 4,Home,TOR,AL East,W4-1,4,7,0,8,28,117,75,1.22,4.02,W,1
Trevor Bauer,2019,Apr 10,Away,DET,AL Central,L1-4,5,5.2,4,7,28,115,75,0.66,-0.9,L,0
Trevor Bauer,2019,Apr 15,Away,SEA,AL West,W6-4,4,6.2,1,8,27,112,68,1.18,2.19,W,1
Trevor Bauer,2019,Apr 20(2),Home,ATL,NL East,L7-8,4,6.1,2,10,23,120,76,0.4,2.44,L,0
Trevor Bauer,2019,Apr 25,Away,HOU,AL West,W2-1,4,8,1,3,30,118,65,1.39,3.55,W,1
Trevor Bauer,2019,Apr 30,Away,MIA,NL East,W7-4,4,7,4,10,30,105,64,1.13,-0.45,W,1
Trevor Bauer,2019,May 6,Home,CHW,AL Central,L1-9,5,5,7,7,25,88,57,0.58,-5.48,L,0
Trevor Bauer,2019,May 11,Away,OAK,AL West,L2-3,4,7,0,10,27,122,77,0.81,1.63,L,0
Trevor Bauer,2019,May 16,Home,BAL,AL East,W14-7,4,5,7,3,24,99,58,1.08,-4.13,W,1
Trevor Bauer,2019,May 21,Home,OAK,AL West,L3-5,4,6,4,5,29,123,73,1.06,-0.55,L,0
Trevor Bauer,2019,May 26,Home,TBR,AL East,L3-6,4,6,2,8,26,109,68,0.68,-0.55,L,0
Trevor Bauer,2019,May 31,Away,CHW,AL Central,L1-6,4,7,2,8,35,111,8100%,0.91,-2.21,L,0
Trevor Bauer,2019,Jun 6,Home,MIN,AL Central,L4-5,5,8,5,7,34,119,77,0.55,-0.4,L,0
Trevor Bauer,2019,Jun 11,Home,CIN,NL Central,W2-1,4,7.2,1,6,31,118,76,1.49,3.34,W,1
Trevor Bauer,2019,Jun 16,Away,DET,AL Central,W8-0,4,9,0,8,31,117,80,0.4,5.02,W,1
Trevor Bauer,2019,Jun 21,Home,DET,AL Central,W7-6,4,4,5,5,23,91,57,1.12,-4.21,W,1
Trevor Bauer,2019,Jun 26,Home,KCR,AL Central,W5-3,4,6.2,1,12,26,127,79,0.86,2.55,W,1
Trevor Bauer,2019,Jul 2,Away,KCR,AL Central,W9-5,5,6,5,6,28,107,69,0.68,-1.47,W,1
Trevor Bauer,2019,Jul 7,Away,CIN,NL Central,W11-1,4,7,1,9,29,114,71,1.28,2.93,W,1
Trevor Bauer,2019,Jul 13,Home,MIN,AL Central,L2-6,5,6,3,11,27,117,75,0.89,0.45,L,0
Trevor Bauer,2019,Jul 18,Home,DET,AL Central,W6-3,4,6.2,3,10,27,120,80,1.06,0.55,W,1
Trevor Bauer,2019,Jul 23,Away,TOR,AL East,L1-2,4,7.2,0,9,27,117,68,1.57,4.04,L,0
Trevor Bauer,2018,Apr 1,Away,SEA,AL West,L4-5,99,5,2,7,24,101,63,1.38,0.4,L,0
Trevor Bauer,2018,Apr 7,Home,KCR,AL Central,L0-1,5,8,1,7,29,100,67,0.99,3.22,L,0
Trevor Bauer,2018,Apr 12,Home,DET,AL Central,W9-3,4,7,2,7,32,105,74,0.51,1.69,W,1
Trevor Bauer,2018,Apr 20,Away,BAL,AL East,L1-3,7,7,3,6,29,116,71,0.87,0.51,L,0
Trevor Bauer,2018,Apr 25,Home,CHC,NL Central,W4-1,4,6.2,1,8,29,111,68,1.18,2.45,W,1
Trevor Bauer,2018,Apr 30,Home,TEX,AL West,W7-5,4,6.2,2,11,26,122,76,1.33,1.58,W,1
Trevor Bauer,2018,May 5,Away,NYY,AL East,L2-5,4,6,2,8,24,102,65,1.11,-0.93,L,0
Trevor Bauer,2018,May 11,Home,KCR,AL Central,L9-10,5,4.2,4,3,27,109,67,1.22,-2.88,L,0
Trevor Bauer,2018,May 16,Away,DET,AL Central,W6-0,4,8,0,10,26,108,70,0.5,4.22,W,1
Trevor Bauer,2018,May 22,Away,CHC,NL Central,W10-1,5,6,0,6,26,103,63,0.47,3.01,W,1
Trevor Bauer,2018,May 27,Home,HOU,AL West,W10-9,4,7.1,4,13,29,127,79,1.19,1.28,W,1
Trevor Bauer,2018,Jun 2,Away,MIN,AL Central,L1-7,5,5.2,3,11,27,104,65,0.81,-2.35,L,0
Trevor Bauer,2018,Jun 8,Away,DET,AL Central,W4-1,5,8,1,12,32,113,80,1.2,3.22,W,1
Trevor Bauer,2018,Jun 13,Away,CHW,AL Central,L2-3,4,7.2,3,12,29,118,80,0.75,0.91,L,0
Trevor Bauer,2018,Jun 18,Home,CHW,AL Central,W6-2,4,7,0,8,25,100,59,0.61,3.69,W,1
Trevor Bauer,2018,Jun 23,Home,DET,AL Central,W4-1,4,6.1,1,11,27,112,72,0.88,2.14,W,1
Trevor Bauer,2018,Jun 29,Away,OAK,AL West,L1-3,5,6.2,2,8,27,108,71,0.75,0.87,L,0
Trevor Bauer,2018,Jul 4,Away,KCR,AL Central,W3-2,4,7.2,1,8,30,108,68,1.38,1.86,W,1
Trevor Bauer,2018,Jul 10,Home,CIN,NL Central,L4-7,5,8,0,12,30,111,67,0.73,4.22,L,0
Trevor Bauer,2018,Jul 15,Home,NYY,AL East,W5-2,4,7,2,7,29,110,74,1.13,1.69,W,1
Trevor Bauer,2018,Jul 20,Away,TEX,AL West,W9-8,4,4,4,7,25,102,59,1.34,-2.77,W,1
Trevor Bauer,2018,Jul 25,Home,PIT,NL Central,W4-0,4,7,0,10,26,102,66,1.15,3.3,W,1
Trevor Bauer,2018,Jul 31,Away,MIN,AL Central,W6-2,5,6.1,2,3,27,102,60,1.17,0.92,W,1
Trevor Bauer,2018,Aug 6,Home,MIN,AL Central,W10-0,5,6,0,11,24,112,69,0.64,3.16,W,1
Trevor Bauer,2018,Aug 11,Away,CHW,AL Central,W3-1,4,6.1,1,8,21,102,65,0.78,2.24,W,1
Trevor Bauer,2018,Sep 21,Home,BOS,AL East,L5-7,40,1.1,0,1,6,34,17,0.89,0.11,L,0
Trevor Bauer,2018,Sep 25,Away,CHW,AL Central,L4-5,3,4,2,4,17,60,43,1.01,0,L,0
Carlos Carrasco,2018,Mar 31,Away,SEA,AL West,W6-5,99,5.2,5,4,23,77,52,0.91,-2.22,W,1
Carlos Carrasco,2018,Apr 6,Home,KCR,AL Central,W3-2,5,6,2,4,23,92,64,1.44,1.16,W,1
Carlos Carrasco,2018,Apr 11,Home,DET,AL Central,W5-1,4,9,1,6,31,110,76,0.61,3.74,W,1
Carlos Carrasco,2018,Apr 18,Away,MIN,AL Central,L1-2,6,7,0,7,25,98,70,1.11,3.62,L,0
Carlos Carrasco,2018,Apr 23,Away,BAL,AL East,W2-1,4,7.1,1,7,28,81,58,1.5,2.48,W,1
Carlos Carrasco,2018,Apr 28,Home,SEA,AL West,L4-12,4,3,4,4,16,64,36,0.69,-3.42,L,0
Carlos Carrasco,2018,May 3(1),Home,TOR,AL East,L11-13,4,5.1,6,7,28,113,71,0.94,-2.39,L,0
Carlos Carrasco,2018,May 9,Away,MIL,NL Central,W6-2,5,9,2,14,31,117,85,0.69,2.44,W,1
Carlos Carrasco,2018,May 14,Away,DET,AL Central,L3-6,4,6.2,3,4,28,112,73,0.99,0.45,L,0
Carlos Carrasco,2018,May 20,Away,HOU,AL West,L1-3,5,7.2,3,6,31,106,71,1.08,1.68,L,0
Carlos Carrasco,2018,May 26,Home,HOU,AL West,W8-6,5,5.2,5,8,27,108,70,0.81,-1.95,W,1
Carlos Carrasco,2018,Jun 1,Away,MIN,AL Central,L4-7,5,3.2,6,2,21,71,48,0.75,-4.55,L,0
Carlos Carrasco,2018,Jun 6,Home,MIL,NL Central,W3-1,4,7,1,10,28,109,71,1.19,2.69,W,1
Carlos Carrasco,2018,Jun 11,Away,CHW,AL Central,W4-0,4,7,0,11,25,108,74,0.81,3.51,W,1
Carlos Carrasco,2018,Jun 16,Home,MIN,AL Central,L3-9,4,1.1,4,2,10,39,25,1.19,-3.23,L,0
Carlos Carrasco,2018,Jul 6,Home,OAK,AL West,W10-4,19,5.1,3,7,22,96,65,1.09,-0.12,W,1
Carlos Carrasco,2018,Jul 11,Home,CIN,NL Central,W19-4,4,5,1,7,21,83,53,0.56,1.64,W,1
Carlos Carrasco,2018,Jul 21,Away,TEX,AL West,W16-3,5,6.2,2,8,24,96,62,0.55,1.82,W,1
Carlos Carrasco,2018,Jul 27,Away,DET,AL Central,W8-3,5,6.1,1,8,27,97,68,1.09,0.41,W,1
Carlos Carrasco,2018,Aug 1,Away,MIN,AL Central,W2-0,4,7.1,0,10,25,101,72,1.19,3.6,W,1
Carlos Carrasco,2018,Aug 7,Home,MIN,AL Central,L2-3,5,6.1,3,8,29,97,63,0.75,-0.01,L,0
Carlos Carrasco,2018,Aug 12,Away,CHW,AL Central,W9-7,4,7,0,9,25,90,64,0.55,2.51,W,1
