Player,Year,Date,Home.Away,Opp,Opp Division,Rslt,Days.Rested,IP,ER,SO,BF,Pit,Str,aLI,RE24,Team.W.L,Num.W.L
Carlos Carrasco,2015,Apr 8,Away,HOU,AL West,W2-0,99,6.1,0,10,23,88,60,1.2,3.06,W,1
Carlos Carrasco,2015,Apr 14,Home,CHW,AL Central,L1-4,5,0,2,0,2,8,6,1.15,-1,L,0
Carlos Carrasco,2015,Apr 21,Away,CHW,AL Central,W6-2,6,5,1,8,18,60,46,0.95,1.33,W,1
Carlos Carrasco,2015,Apr 26,Away,DET,AL Central,L6-8,4,4.1,5,5,24,91,53,1.03,-4.14,L,0
Carlos Carrasco,2015,May 1,Home,TOR,AL East,W9-4,4,6,4,6,25,101,63,1.01,-0.87,W,1
Carlos Carrasco,2015,May 6,Away,KCR,AL Central,W10-3,4,7,3,6,28,98,65,0.68,0.55,W,1
Carlos Carrasco,2015,May 12,Home,STL,NL Central,L3-8,5,6.2,4,7,31,104,73,0.83,-0.68,L,0
Carlos Carrasco,2015,May 17,Away,TEX,AL West,L1-5,4,8,5,9,32,114,77,0.6,-0.91,L,0
Carlos Carrasco,2015,May 22,Home,CIN,NL Central,W7-3,4,6,2,7,23,110,70,0.93,1.13,W,1
Carlos Carrasco,2015,May 27,Home,TEX,AL West,W12-3,4,8,1,8,28,105,70,0.47,3.17,W,1
Carlos Carrasco,2015,Jun 2,Away,KCR,AL Central,W2-1,5,7,1,8,28,104,73,1.17,2.55,W,1
Carlos Carrasco,2015,Jun 7,Home,BAL,AL East,L3-7,4,4,5,3,22,83,52,1.08,-2.84,L,0
Carlos Carrasco,2015,Jun 13,Away,DET,AL Central,W5-4,5,5.2,3,8,26,99,73,1.07,-0.21,W,1
Carlos Carrasco,2015,Jun 19,Home,TBR,AL East,L1-4,5,6.2,3,5,27,105,70,0.88,0.2,L,0
Carlos Carrasco,2015,Jun 24,Home,DET,AL Central,W8-2,4,8,2,7,28,105,77,0.69,2.17,W,1
Carlos Carrasco,2015,Jul 1,Away,TBR,AL East,W8-1,6,8.2,1,13,29,124,83,0.33,2.72,W,1
Carlos Carrasco,2015,Jul 6,Home,HOU,AL West,L4-9,4,4,5,5,21,84,55,0.71,-2.92,L,0
Carlos Carrasco,2015,Jul 11,Home,OAK,AL West,L4-5,4,7,2,7,26,103,69,1.14,1.65,L,0
Carlos Carrasco,2015,Jul 19,Away,CIN,NL Central,W5-3,7,6,1,6,22,73,49,1.04,1.79,W,1
Carlos Carrasco,2015,Jul 25,Home,CHW,AL Central,L3-10,5,4,6,5,20,85,55,0.6,-3.92,L,0
Carlos Carrasco,2015,Jul 30,Away,OAK,AL West,W3-1,4,9,1,7,30,103,72,1,3.25,W,1
Carlos Carrasco,2015,Aug 4,Away,LAA,AL West,W2-0,4,9,0,7,29,100,68,1.23,4.12,W,1
Carlos Carrasco,2015,Aug 11,Home,NYY,AL East,W5-4,6,8,2,8,27,104,69,1.1,2.17,W,1
Carlos Carrasco,2015,Aug 16,Away,MIN,AL Central,L1-4,4,7,2,7,30,100,69,0.97,1.41,L,0
Carlos Carrasco,2015,Aug 21,Away,NYY,AL East,W7-3,4,6.2,1,11,26,108,81,0.91,2.01,W,1
Carlos Carrasco,2015,Sep 8,Away,CHW,AL Central,L4-7,17,2.2,4,5,15,58,36,0.61,-3.02,L,0
Carlos Carrasco,2015,Sep 14,Home,KCR,AL Central,W8-3,5,6,1,9,23,82,56,0.93,2.13,W,1
Carlos Carrasco,2015,Sep 19,Home,CHW,AL Central,L3-4,4,5,2,9,22,102,70,1.17,-1.4,L,0
Carlos Carrasco,2015,Sep 25,Away,KCR,AL Central,W6-0,5,9,0,15,29,113,78,0.61,4.56,W,1
Carlos Carrasco,2015,Sep 30(1),Home,MIN,AL Central,L1-7,4,3,5,5,16,63,45,0.8,-4.44,L,0
Trevor Bauer,2015,Apr 9,Away,HOU,AL West,W5-1,99,6,0,11,23,111,65,0.97,2.83,W,1
Trevor Bauer,2015,Apr 15,Home,CHW,AL Central,W4-2,5,6,2,8,26,103,66,1.25,1.13,W,1
Trevor Bauer,2015,Apr 20,Away,CHW,AL Central,L3-4,4,7,0,7,26,104,64,1.13,3.27,L,0
Trevor Bauer,2015,Apr 28,Home,KCR,AL Central,L5-11,7,6,3,2,24,90,54,1.11,0.13,L,0
Trevor Bauer,2015,May 3,Home,TOR,AL East,W10-7,4,4.1,6,1,25,90,51,1.24,-4.33,W,1
Trevor Bauer,2015,May 8,Home,MIN,AL Central,L3-9,4,5,5,5,23,81,54,0.91,-2.02,L,0
Trevor Bauer,2015,May 14,Home,STL,NL Central,L1-2,5,7.1,1,10,28,110,67,1.25,3.63,L,0
Trevor Bauer,2015,May 19,Away,CHW,AL Central,W3-1,4,7.1,1,7,29,112,68,1.44,2.24,W,1
Trevor Bauer,2015,May 24,Home,CIN,NL Central,W5-2,4,7.2,1,4,29,107,67,0.85,2.8,W,1
Trevor Bauer,2015,May 29,Away,SEA,AL West,L1-2,4,7,2,10,28,113,68,1.01,1.23,L,0
Trevor Bauer,2015,Jun 4,Away,KCR,AL Central,W6-2,5,6.2,2,5,28,102,62,0.92,1.31,W,1
Trevor Bauer,2015,Jun 10,Home,SEA,AL West,L3-9,5,3.2,6,5,20,86,49,0.95,-4.25,L,0
Trevor Bauer,2015,Jun 16,Away,CHC,NL Central,W6-0,5,7,0,7,27,108,65,0.89,3.19,W,1
Trevor Bauer,2015,Jun 22,Home,DET,AL Central,L5-8,5,3,7,3,22,88,47,1.29,-5.78,L,0
Trevor Bauer,2015,Jun 28(1),Away,BAL,AL East,L0-4,5,7,4,5,27,102,67,0.64,-0.52,L,0
Trevor Bauer,2015,Jul 3,Away,PIT,NL Central,W5-2,4,6.1,2,3,22,74,48,1.06,0.73,W,1
Trevor Bauer,2015,Jul 8,Home,HOU,AL West,W4-2,4,8,2,9,30,108,75,1.07,2.17,W,1
Trevor Bauer,2015,Jul 17,Away,CIN,NL Central,L1-6,8,4,5,5,22,83,52,0.85,-3.14,L,0
Trevor Bauer,2015,Jul 23,Home,CHW,AL Central,L1-8,5,6,6,9,26,97,64,0.62,-2.26,L,0
Trevor Bauer,2015,Jul 28,Home,KCR,AL Central,L1-2,4,9,2,6,32,112,78,1.25,2.69,L,0
Trevor Bauer,2015,Aug 2,Away,OAK,AL West,L1-2,4,6.2,1,6,27,114,65,1.23,2.09,L,0
Trevor Bauer,2015,Aug 8,Home,MIN,AL Central,W17-4,5,6.1,4,8,27,110,64,0.48,-0.89,W,1
Trevor Bauer,2015,Aug 13,Home,NYY,AL East,L6-8,4,3.1,6,1,20,70,42,0.82,-4.61,L,0
Trevor Bauer,2015,Aug 18,Away,BOS,AL East,L1-9,4,1.2,5,1,12,52,31,0.98,-4.29,L,0
Trevor Bauer,2015,Aug 23,Away,NYY,AL East,W4-3,4,6.1,1,7,27,109,60,1.24,1.92,W,1
Trevor Bauer,2015,Aug 28,Home,LAA,AL West,W3-1,4,8,1,7,27,101,62,1.09,3.17,W,1
Trevor Bauer,2015,Sep 2,Away,TOR,AL East,L1-5,4,1.1,5,2,11,44,26,1.14,-3.68,L,0
Trevor Bauer,2015,Sep 7,Away,CHW,AL Central,W3-2,4,7,2,6,29,103,57,1.19,1.27,W,1
Trevor Bauer,2015,Sep 13(2),Home,DET,AL Central,L2-9,5,3,6,5,19,77,47,1.47,-4.44,L,0
Trevor Bauer,2015,Oct 1,Home,MIN,AL Central,L2-4,11,7,1,3,24,92,54,0.96,2.65,L,0
Corey Kluber,2015,Apr 6,Away,HOU,AL West,L0-2,99,7.1,2,7,26,102,67,0.84,1.62,L,0
Corey Kluber,2015,Apr 11,Home,DET,AL Central,L6-9,4,6.1,2,10,25,107,70,0.73,1.37,L,0
Corey Kluber,2015,Apr 17,Away,MIN,AL Central,L2-3,5,8,2,8,30,96,67,1.59,1.89,L,0
Corey Kluber,2015,Apr 22,Away,CHW,AL Central,L0-6,4,6,6,6,30,102,68,0.59,-3.82,L,0
Corey Kluber,2015,Apr 27,Home,KCR,AL Central,L2-6,4,6.1,4,5,30,101,64,1.13,-1.29,L,0
Corey Kluber,2015,May 2,Home,TOR,AL East,L4-11,4,5,4,3,24,91,59,1.18,-2.02,L,0
Corey Kluber,2015,May 7,Away,KCR,AL Central,L4-7,4,5.2,5,7,28,104,69,0.83,-2.19,L,0
Corey Kluber,2015,May 13,Home,STL,NL Central,W2-0,5,8,0,18,26,113,74,0.8,4.17,W,1
Corey Kluber,2015,May 18,Away,CHW,AL Central,L1-2,4,9,1,12,31,108,80,1.49,3.2,L,0
Corey Kluber,2015,May 23,Home,CIN,NL Central,W2-1,4,8,1,7,31,102,77,1.16,3.17,W,1
Corey Kluber,2015,May 28,Away,SEA,AL West,W5-3,4,7,3,13,30,112,82,0.92,0.23,W,1
Corey Kluber,2015,Jun 3,Away,KCR,AL Central,L2-4,5,8,4,9,32,110,78,0.74,0.05,L,0
Corey Kluber,2015,Jun 9,Home,SEA,AL West,L2-3,5,7,2,4,30,112,76,1.01,1.65,L,0
Corey Kluber,2015,Jun 14,Away,DET,AL Central,L1-8,4,5,2,2,19,69,47,0.73,0.41,L,0
Corey Kluber,2015,Jun 20,Home,TBR,AL East,L1-4,5,7,4,6,27,112,70,0.53,-0.35,L,0
Corey Kluber,2015,Jun 26,Away,BAL,AL East,L3-4,5,7,3,10,29,111,75,1.13,0.48,L,0
Corey Kluber,2015,Jul 2,Away,TBR,AL East,W5-4,5,8,3,14,31,115,85,1.17,-0.27,W,1
Corey Kluber,2015,Jul 7,Home,HOU,AL West,W2-0,4,6.2,0,7,27,119,80,1.2,3.14,W,1
Corey Kluber,2015,Jul 12,Home,OAK,AL West,L0-2,4,8,2,6,28,112,72,0.73,2.17,L,0
Corey Kluber,2015,Jul 18,Away,CIN,NL Central,W9-4,5,7.2,3,5,30,109,73,0.63,2.14,W,1
Corey Kluber,2015,Jul 24,Home,CHW,AL Central,L0-6,5,7,6,7,31,109,74,0.86,-1.35,L,0
Corey Kluber,2015,Jul 29,Home,KCR,AL Central,W12-1,4,9,1,6,33,112,77,0.64,3.69,W,1
Corey Kluber,2015,Aug 3,Away,LAA,AL West,L4-5,4,5.2,5,4,28,94,67,1.24,-2.47,L,0
Corey Kluber,2015,Aug 9,Home,MIN,AL Central,W8-1,5,9,1,10,30,100,76,0.25,3.69,W,1
Corey Kluber,2015,Aug 14,Away,MIN,AL Central,W6-1,4,9,1,7,28,98,69,0.53,3.38,W,1
Corey Kluber,2015,Aug 19,Away,BOS,AL East,L4-6,4,6,6,9,25,92,61,0.47,-2.87,L,0
Corey Kluber,2015,Aug 24,Away,CHC,NL Central,L1-2,4,7.2,1,11,28,121,83,0.96,2.23,L,0
Corey Kluber,2015,Aug 29,Home,LAA,AL West,W8-3,4,6,2,6,26,98,64,1.05,0.13,W,1
Corey Kluber,2015,Sep 17,Home,KCR,AL Central,L4-8,18,4,2,5,18,61,39,1,-0.92,L,0
Corey Kluber,2015,Sep 23,Away,MIN,AL Central,L2-4,5,3.2,4,6,19,72,47,0.98,-2.81,L,0
Corey Kluber,2015,Sep 28,Home,MIN,AL Central,L2-4,4,6,4,6,28,102,67,0.8,-0.87,L,0
Corey Kluber,2015,Oct 3,Home,BOS,AL East,W2-0,4,8,0,9,28,107,74,1.01,4.17,W,1
Corey Kluber,2014,Apr 2(1),Away,OAK,AL West,L1-6,99,3.1,5,2,22,77,43,0.89,-4.32,L,0
Corey Kluber,2014,Apr 8,Home,SDP,NL West,W8-6,5,6,3,8,26,105,69,1.04,-0.13,W,1
Corey Kluber,2014,Apr 13,Away,CHW,AL Central,L3-4,4,7.1,2,6,29,97,70,1.25,1.36,L,0
Corey Kluber,2014,Apr 19,Home,TOR,AL East,L0-5,5,6.2,4,3,32,111,74,0.61,-1.87,L,0
Corey Kluber,2014,Apr 24,Home,KCR,AL Central,W5-1,4,9,0,11,31,101,75,0.61,3.31,W,1
Corey Kluber,2014,Apr 29,Away,LAA,AL West,L4-6,4,4.2,3,5,28,92,55,1.25,-2.26,L,0
Corey Kluber,2014,May 4,Home,CHW,AL Central,L3-4,4,8,1,13,28,110,70,0.9,2.83,L,0
Corey Kluber,2014,May 9,Away,TBR,AL East,W6-3,4,6.2,2,9,28,99,69,1.06,0.94,W,1
Corey Kluber,2014,May 14,Away,TOR,AL East,W15-4,4,7,2,9,26,108,76,0.86,1.25,W,1
Corey Kluber,2014,May 19,Home,DET,AL Central,W5-4,4,7,3,8,30,94,67,1.33,-0.03,W,1
Corey Kluber,2014,May 24,Away,BAL,AL East,W9-0,4,7,0,9,28,103,71,0.64,3.35,W,1
Corey Kluber,2014,May 30,Home,COL,NL West,W5-2,5,7.1,2,12,27,107,74,0.94,1.58,W,1
Corey Kluber,2014,Jun 4,Home,BOS,AL East,W7-4,4,6.1,4,4,28,100,65,1.36,-1.16,W,1
Corey Kluber,2014,Jun 10,Away,KCR,AL Central,L5-9,5,5,3,5,23,78,51,0.78,-3.58,L,0
Corey Kluber,2014,Jun 15,Away,BOS,AL East,W3-2,4,5.1,2,4,23,99,63,1.05,0.39,W,1
Corey Kluber,2014,Jun 20,Home,DET,AL Central,L4-6,4,7,2,6,27,109,72,0.81,1.35,L,0
Corey Kluber,2014,Jun 25,Away,ARI,NL West,W6-1,4,7,0,8,23,113,74,0.86,3.16,W,1
Corey Kluber,2014,Jun 30,Away,LAD,NL West,L0-1,4,6.2,1,5,27,107,67,1.3,1.58,L,0
Corey Kluber,2014,Jul 6,Home,KCR,AL Central,W4-1,5,8.1,1,10,30,109,75,0.73,2.65,W,1
Corey Kluber,2014,Jul 11,Home,CHW,AL Central,W7-4,4,6,4,5,28,106,68,1.17,-1.13,W,1
Corey Kluber,2014,Jul 19(1),Away,DET,AL Central,W6-2,7,8.2,2,10,33,114,79,0.87,1.91,W,1
Corey Kluber,2014,Jul 24,Away,KCR,AL Central,L1-2,4,9,0,10,28,107,73,1,3.35,L,0
Corey Kluber,2014,Jul 30,Home,SEA,AL West,W2-0,5,9,0,8,28,85,69,0.9,4.31,W,1
Corey Kluber,2014,Aug 4,Home,CIN,NL Central,W7-1,4,7.1,1,7,31,110,77,0.81,2.94,W,1
Corey Kluber,2014,Aug 9,Away,NYY,AL East,W3-0,4,6,0,10,24,109,72,1.34,2.79,W,1
Corey Kluber,2014,Aug 15,Home,BAL,AL East,W2-1,5,7.2,1,10,31,116,76,1.34,3.61,W,1
Corey Kluber,2014,Aug 21,Away,MIN,AL Central,L1-4,5,7,3,8,30,109,67,1.08,0.31,L,0
Corey Kluber,2014,Aug 27,Away,CHW,AL Central,L2-3,5,6.1,3,8,30,118,76,1.12,-0.99,L,0
Corey Kluber,2014,Sep 1,Home,DET,AL Central,L1-12,4,2.2,5,2,15,57,38,0.83,-3.79,L,0
Corey Kluber,2014,Sep 6,Home,CHW,AL Central,W3-1,4,9,0,8,33,104,74,1.13,3.31,W,1
Corey Kluber,2014,Sep 11(1),Home,MIN,AL Central,W8-2,4,8.1,2,7,32,110,83,0.38,1.42,W,1
Corey Kluber,2014,Sep 16,Away,HOU,AL West,W4-2,4,7,1,14,30,110,77,1.34,2.25,W,1
Corey Kluber,2014,Sep 21,Away,MIN,AL Central,W7-2,4,8,2,14,32,120,81,0.68,1.79,W,1
Corey Kluber,2014,Sep 26,Home,TBR,AL East,W1-0,4,8,0,11,30,106,74,1.21,3.83,W,1
Justin Masterson,2014,Mar 31,Away,OAK,AL West,W2-0,99,7,0,4,25,92,61,1.16,3.19,W,1
Justin Masterson,2014,Apr 6,Home,MIN,AL Central,L7-10,5,3.2,5,4,22,97,53,1.2,-4.31,L,0
Justin Masterson,2014,Apr 12,Away,CHW,AL Central,W12-6,5,4.2,5,7,27,102,59,1.61,-4.32,W,1
Justin Masterson,2014,Apr 18,Home,TOR,AL East,L2-3,5,6.1,2,9,27,93,68,1.21,1.85,L,0
Justin Masterson,2014,Apr 23,Home,KCR,AL Central,W5-3,4,6.1,2,6,29,98,64,1.27,-0.54,W,1
Justin Masterson,2014,Apr 28,Away,LAA,AL West,L3-6,4,7.1,5,5,31,113,74,1.27,-3.37,L,0
Justin Masterson,2014,May 3,Home,CHW,AL Central,W2-0,4,7.1,0,6,27,101,62,1.41,3.32,W,1
Justin Masterson,2014,May 8,Home,MIN,AL Central,W9-4,4,6.1,2,7,28,97,60,1.31,-1.03,W,1
Justin Masterson,2014,May 13,Away,TOR,AL East,L4-5,4,5.1,5,4,25,76,47,0.87,-3.09,L,0
Justin Masterson,2014,May 18,Home,OAK,AL West,L3-13,4,4.1,7,1,23,70,39,1.23,-5.27,L,0
Justin Masterson,2014,May 22,Away,BAL,AL East,W8-7,3,5.2,5,2,27,96,55,1.39,-2.35,W,1
Justin Masterson,2014,May 27,Away,CHW,AL Central,L1-2,4,3,1,3,15,65,38,1.33,0.35,L,0
Justin Masterson,2014,Jun 2,Home,BOS,AL East,W3-2,5,7,0,10,26,105,67,1,3.35,W,1
Justin Masterson,2014,Jun 8,Away,TEX,AL West,W3-2,5,5.2,2,6,24,103,65,1.39,0.55,W,1
Justin Masterson,2014,Jun 13,Away,BOS,AL East,L3-10,4,2,5,0,12,59,28,1.3,-3.02,L,0
Justin Masterson,2014,Jun 19,Home,LAA,AL West,W5-3,5,7,1,5,26,116,66,1.07,2.35,W,1
Justin Masterson,2014,Jun 24,Away,ARI,NL West,L8-9,4,4,5,6,24,91,45,1.54,-2.57,L,0
Justin Masterson,2014,Jul 1,Away,LAD,NL West,W10-3,6,3,3,7,20,85,52,1.46,-3.06,W,1
Trevor Bauer,2014,Apr 9(2),Home,SDP,NL West,L1-2,99,6,1,8,25,99,65,1.36,0.87,L,0
Trevor Bauer,2014,May 20,Home,DET,AL Central,W6-2,40,6,2,5,25,95,62,0.87,0.49,W,1
Trevor Bauer,2014,May 25,Away,BAL,AL East,L2-4,4,4.1,4,8,22,105,63,1.12,-1.86,L,0
Trevor Bauer,2014,May 31,Home,COL,NL West,W7-6,5,6,2,8,23,100,70,0.99,0.87,W,1
Trevor Bauer,2014,Jun 6,Away,TEX,AL West,L4-6,5,6.1,4,6,24,97,56,0.98,-0.87,L,0
Trevor Bauer,2014,Jun 11,Away,KCR,AL Central,L1-4,4,5.1,3,1,24,93,62,0.79,-0.36,L,0
Trevor Bauer,2014,Jun 16,Home,LAA,AL West,W4-3,4,6.2,3,6,32,119,72,1.45,0.25,W,1
Trevor Bauer,2014,Jun 21,Home,DET,AL Central,L4-5,4,6.1,4,5,28,102,61,1.21,-0.9,L,0
Trevor Bauer,2014,Jun 27,Away,SEA,AL West,L2-3,5,6.1,3,5,28,111,69,1.02,-0.15,L,0
Trevor Bauer,2014,Jul 2,Away,LAD,NL West,W5-4,4,5.2,3,2,25,102,64,1.16,-0.65,W,1
Trevor Bauer,2014,Jul 8,Home,NYY,AL East,W5-3,5,7,2,6,28,112,71,1.04,0.35,W,1
Trevor Bauer,2014,Jul 13,Home,CHW,AL Central,W3-2,4,6.2,0,10,30,117,74,1.28,3.13,W,1
Trevor Bauer,2014,Jul 18,Away,DET,AL Central,W9-3,4,6,3,5,24,101,67,0.86,-0.19,W,1
Trevor Bauer,2014,Jul 23,Away,MIN,AL Central,L1-3,4,6,3,7,25,99,61,1.01,-0.16,L,0
Trevor Bauer,2014,Jul 29,Home,SEA,AL West,L2-5,5,4.1,5,3,24,78,47,1.12,-2.86,L,0
Trevor Bauer,2014,Aug 3,Home,TEX,AL West,W4-3,4,7.1,3,4,31,102,63,0.77,-0.06,W,1
Trevor Bauer,2014,Aug 8,Away,NYY,AL East,L6-10,4,3.1,3,3,21,79,46,0.86,-4.02,L,0
Trevor Bauer,2014,Aug 13(1),Home,ARI,NL West,W3-2,4,8,2,9,28,111,73,1.22,1.83,W,1
Trevor Bauer,2014,Aug 19,Away,MIN,AL Central,W7-5,5,4.2,5,4,20,87,50,0.56,-2.85,W,1
Trevor Bauer,2014,Aug 24,Home,HOU,AL West,W3-1,4,6,0,9,25,115,73,1.09,2.49,W,1
Trevor Bauer,2014,Aug 30,Away,KCR,AL Central,W3-2,5,5.2,0,6,25,105,64,1.48,2.31,W,1
Trevor Bauer,2014,Sep 4,Home,DET,AL Central,L4-11,4,5.2,4,4,28,102,59,0.88,-1.61,L,0
Trevor Bauer,2014,Sep 9,Home,MIN,AL Central,L3-4,4,8,4,8,29,102,70,0.66,-0.17,L,0
Trevor Bauer,2014,Sep 14,Away,DET,AL Central,L4-6,4,5,1,3,23,79,47,1.09,-0.63,L,0
Trevor Bauer,2014,Sep 19,Away,MIN,AL Central,L4-5,4,6,3,6,22,96,62,0.91,-0.14,L,0
Trevor Bauer,2014,Sep 24,Home,KCR,AL Central,W6-4,4,4.1,4,2,24,83,49,1.48,-2.5,W,1
Danny Salazar,2014,Apr 4,Home,MIN,AL Central,W7-2,99,5.2,2,4,25,95,55,0.82,0.77,W,1
Danny Salazar,2014,Apr 10,Away,CHW,AL Central,L3-7,5,3.2,5,10,18,93,57,1.06,-3.5,L,0
Danny Salazar,2014,Apr 17,Away,DET,AL Central,L5-7,6,4.2,5,3,23,82,49,1.26,-3.08,L,0
Danny Salazar,2014,Apr 22,Home,KCR,AL Central,L2-8,4,4.1,4,6,22,89,52,1.12,-3.27,L,0
Danny Salazar,2014,Apr 27,Away,SFG,NL West,L1-4,4,7,1,8,26,101,66,0.79,1.94,L,0
Danny Salazar,2014,May 2,Home,CHW,AL Central,W12-5,4,5,3,6,24,101,60,1.2,-1.98,W,1
Danny Salazar,2014,May 7,Home,MIN,AL Central,W4-3,4,6.1,3,7,26,90,57,0.99,0.97,W,1
Danny Salazar,2014,May 15,Away,TOR,AL East,L2-4,7,4,2,3,20,98,62,0.72,-0.14,L,0
Danny Salazar,2014,Jul 22,Away,MIN,AL Central,W8-2,67,5,1,6,24,92,63,1.25,0.99,W,1
Danny Salazar,2014,Jul 27,Away,KCR,AL Central,W10-3,4,7,3,7,28,112,77,0.79,0.38,W,1
Danny Salazar,2014,Aug 1,Home,TEX,AL West,W12-2,4,6,0,4,25,95,65,0.8,1.87,W,1
Danny Salazar,2014,Aug 6,Away,CIN,NL Central,L3-8,4,4,5,5,17,69,48,0.58,-3.23,L,0
Danny Salazar,2014,Aug 17,Home,BAL,AL East,L1-4,10,5,2,4,21,91,57,1.01,1.41,L,0
Danny Salazar,2014,Aug 23,Home,HOU,AL West,W3-2,5,6,1,7,22,98,59,0.97,0.87,W,1
Danny Salazar,2014,Aug 29,Away,KCR,AL Central,W6-1,5,5,0,3,21,72,45,0.84,2.42,W,1
Danny Salazar,2014,Sep 3,Home,DET,AL Central,W7-0,4,9,0,9,33,118,83,0.69,4.31,W,1
Danny Salazar,2014,Sep 8,Home,LAA,AL West,L3-12,4,4.2,6,4,23,91,58,1,-3.71,L,0
Danny Salazar,2014,Sep 13,Away,DET,AL Central,L4-5,4,5.2,3,7,23,86,55,1.32,-0.41,L,0
Danny Salazar,2014,Sep 18,Away,HOU,AL West,W2-1,4,7.1,1,9,27,104,72,0.84,2.47,W,1
Danny Salazar,2014,Sep 23,Home,KCR,AL Central,L1-7,4,4.2,5,8,26,91,53,0.96,-3.03,L,0
T.J. House,2014,May 23,Away,BAL,AL East,L4-8,5,6,5,1,28,81,55,1,-2.13,L,0
T.J. House,2014,May 28,Away,CHW,AL Central,L2-3,4,6.1,1,8,24,87,60,1.39,2.25,L,0
T.J. House,2014,Jun 3,Home,BOS,AL East,W5-3,5,5.2,2,4,25,93,63,1.19,1.65,W,1
T.J. House,2014,Jun 9,Away,TEX,AL West,W17-7,5,3.1,5,1,19,82,46,0.57,-4.73,W,1
T.J. House,2014,Jun 14,Away,BOS,AL East,W3-2,4,5.1,2,3,22,95,59,1.08,0.97,W,1
T.J. House,2014,Jun 29,Away,SEA,AL West,L0-3,14,6,1,5,26,87,58,0.9,0.28,L,0
T.J. House,2014,Jul 5,Home,KCR,AL Central,W7-3,5,6.2,3,3,27,87,64,0.97,0.25,W,1
T.J. House,2014,Jul 10,Home,NYY,AL East,W9-3,4,4.2,3,5,26,94,60,0.98,-1.03,W,1
T.J. House,2014,Jul 21,Away,MIN,AL Central,L3-4,10,5,3,2,22,89,56,0.88,-0.64,L,0
T.J. House,2014,Aug 2,Home,TEX,AL West,W2-0,11,5,0,7,21,97,67,1.03,1.41,W,1
T.J. House,2014,Aug 7,Away,CIN,NL Central,L0-4,4,6,3,5,26,85,55,0.49,-2.26,L,0
T.J. House,2014,Aug 20,Away,MIN,AL Central,W5-0,12,5.1,0,5,23,95,58,1.32,2.34,W,1
T.J. House,2014,Aug 26,Away,CHW,AL Central,W8-6,5,4.2,5,4,20,74,44,1.25,-2.84,W,1
T.J. House,2014,Aug 31 susp,Away,KCR,AL Central,W4-3,4,7,1,5,25,85,57,1.2,2.38,W,1
T.J. House,2014,Sep 5,Home,CHW,AL Central,W2-1,4,7,1,7,28,101,66,1.11,2.35,W,1
T.J. House,2014,Sep 11(2),Home,MIN,AL Central,W2-0,5,7,0,8,24,94,57,1.24,3.35,W,1
T.J. House,2014,Sep 20,Away,MIN,AL Central,W7-3,8,5,2,5,22,90,64,1.12,-0.61,W,1
T.J. House,2014,Sep 28,Home,TBR,AL East,W7-2,7,5,1,2,18,49,34,0.94,1.39,W,1